rainfall_24h,rainfall_intensity,soil_moisture,slope,elevation,historical_events,temperature,humidity,pore_water_pressure,risk_probability,risk_percentage,risk_category,landslide_occurred
5.66,1.14,32.72,58.6,368.2,2,26.7,65.8,3.18,0.0633,6.33,LOW,0
22.17,4.1,20.57,44.13,3153.7,7,13.2,64.3,3.48,0.0813,8.13,LOW,0
62.25,13.33,42.85,45.15,1381.3,8,23.3,71.6,5.38,0.1889,18.89,LOW,0
0.55,0.08,23.61,43.82,699.1,6,23.6,66.1,3.42,0.0184,1.84,LOW,0
11.16,1.58,34.12,30.57,2216.8,11,17.2,62.5,1.82,0.0492,4.92,LOW,0
0.09,0.02,29.93,37.58,1088.7,6,26.0,64.1,2.36,0.0206,2.06,LOW,0
180.41,28.21,68.17,48.1,1978.0,6,14.6,82.5,26.87,0.9015,90.15,CRITICAL,1
45.61,7.26,43.75,26.12,1981.0,5,15.6,62.7,5.17,0.0659,6.59,LOW,0
56.12,14.75,29.04,33.4,1564.9,10,15.3,73.7,5.1,0.0614,6.14,LOW,0
101.64,20.83,56.52,33.35,2716.5,15,11.5,76.0,11.78,0.3322,33.22,MODERATE,0
32.82,6.48,37.7,37.95,1031.7,9,22.8,65.9,4.4,0.0701,7.01,LOW,0
10.29,2.37,36.31,62.41,1573.5,6,14.1,57.4,4.1,0.0668,6.68,LOW,0
90.26,24.57,51.41,24.07,1836.2,10,19.0,71.1,10.16,0.1232,12.32,LOW,0
52.26,7.21,36.31,40.34,2207.7,13,14.7,69.6,5.12,0.157,15.7,LOW,0
29.9,7.58,28.33,29.79,2562.7,8,13.7,62.7,4.63,0.0614,6.14,LOW,0
120.6,25.74,66.07,61.17,1414.7,6,17.3,72.9,15.08,0.7851,78.51,CRITICAL,1
90.34,12.95,58.78,26.75,2155.8,12,15.9,68.4,11.64,0.2256,22.56,LOW,0
43.62,7.31,34.97,37.18,694.3,6,28.4,62.7,4.02,0.0746,7.46,LOW,0
16.08,3.17,29.61,47.59,3001.3,6,10.5,60.4,2.62,0.0427,4.27,LOW,0
43.69,10.08,44.05,46.33,1380.0,10,14.9,64.9,4.58,0.0808,8.08,LOW,0
64.04,10.17,46.78,37.7,2402.1,3,17.8,79.0,5.96,0.0856,8.56,LOW,0
17.1,3.51,28.85,35.55,310.0,5,27.7,68.1,0.68,0.0107,1.07,LOW,0
18.25,4.19,26.31,37.02,855.3,9,23.5,64.5,2.41,0.0289,2.89,LOW,0
6.39,1.23,22.58,32.95,1686.9,10,20.1,72.1,2.49,0.0198,1.98,LOW,0
0.82,0.21,30.0,30.82,2840.8,8,12.6,59.4,2.86,0.0316,3.16,LOW,0
5.01,1.3,24.57,39.33,1805.4,6,22.2,63.6,0.89,0.0352,3.52,LOW,0
191.4,37.38,76.56,33.09,2993.1,6,13.4,90.7,28.53,0.8916,89.16,CRITICAL,1
56.73,15.64,43.94,33.72,1677.2,7,17.6,71.3,7.05,0.1367,13.67,LOW,0
155.4,20.53,68.91,44.64,1696.8,9,22.4,78.8,21.64,0.828,82.8,CRITICAL,1
14.88,1.79,31.11,60.93,603.3,7,29.2,60.4,3.09,0.0549,5.49,LOW,0
100.99,18.27,51.66,42.9,2617.8,7,15.9,70.3,9.23,0.1998,19.98,LOW,0
96.84,20.93,50.29,24.69,978.5,12,23.6,77.0,10.65,0.2094,20.94,LOW,0
6.4,1.41,23.12,24.6,2903.9,6,9.9,61.0,2.18,0.0194,1.94,LOW,0
44.26,8.69,40.94,59.21,2936.9,9,13.6,55.3,5.81,0.2236,22.36,LOW,0
227.85,31.89,89.22,34.04,3032.8,3,12.3,97.3,35.0,0.9879,98.79,CRITICAL,1
3.26,0.48,27.38,25.59,1784.7,8,18.1,61.8,1.9,0.0213,2.13,LOW,0
210.1,53.86,78.73,42.75,2247.4,7,17.4,99.0,31.43,0.9844,98.44,CRITICAL,1
58.7,15.2,44.92,43.54,2546.6,8,14.2,74.4,6.88,0.1599,15.99,LOW,0
151.6,34.54,69.01,44.36,636.5,9,25.9,89.4,20.85,0.7567,75.67,CRITICAL,1
3.34,0.76,29.59,33.05,2022.8,6,19.5,53.7,2.61,0.023,2.3,LOW,0
91.26,19.68,52.28,19.29,351.2,8,22.7,80.4,11.12,0.1592,15.92,LOW,0
14.27,2.18,30.42,60.54,1717.8,5,16.0,61.0,2.61,0.0666,6.66,LOW,0
165.78,31.25,62.32,32.49,706.8,8,21.8,80.7,21.1,0.7702,77.02,CRITICAL,1
26.6,6.15,38.14,45.3,789.6,3,28.5,49.9,3.61,0.0386,3.86,LOW,0
10.9,2.25,21.45,46.4,1326.9,8,22.3,69.5,0.97,0.0815,8.15,LOW,0
84.9,10.44,53.96,43.1,1525.7,10,21.4,71.0,9.09,0.309,30.9,MODERATE,0
16.07,4.38,29.14,34.53,2088.4,12,19.3,61.7,0.51,0.0538,5.38,LOW,0
66.82,17.05,35.68,33.18,469.6,6,22.8,71.9,7.95,0.0971,9.71,LOW,0
12.49,2.02,28.07,42.71,1735.9,8,13.4,73.0,3.92,0.0696,6.96,LOW,0
26.51,5.8,24.92,53.41,788.7,5,23.5,62.6,4.22,0.0647,6.47,LOW,0
178.9,47.9,80.63,58.8,1943.2,5,19.6,86.7,27.75,0.9763,97.63,CRITICAL,1
11.2,1.52,25.56,26.36,2130.3,7,15.8,67.5,3.49,0.0086,0.86,LOW,0
85.28,17.1,43.67,28.74,1892.3,6,14.2,71.1,9.6,0.1564,15.64,LOW,0
59.86,11.55,45.06,58.63,2428.0,10,12.4,64.0,5.4,0.2532,25.32,MODERATE,0
194.55,36.11,79.26,47.53,1240.0,10,18.2,76.1,28.97,0.9773,97.73,CRITICAL,1
13.99,3.55,31.52,54.36,2507.1,10,12.7,70.1,3.33,0.0566,5.66,LOW,0
16.82,3.04,29.14,30.72,1526.7,10,16.7,64.0,2.39,0.0291,2.91,LOW,0
177.37,23.09,80.45,42.39,1678.3,13,19.1,89.9,26.98,0.9431,94.31,CRITICAL,1
44.36,5.79,35.41,46.2,2161.9,7,14.7,63.7,5.65,0.1146,11.46,LOW,0
104.35,13.24,46.34,45.45,304.2,7,27.9,79.7,9.88,0.4482,44.82,MODERATE,0
82.36,15.27,42.59,37.31,2179.3,7,13.6,68.9,10.8,0.1085,10.85,LOW,0
96.95,22.78,54.32,19.33,2074.8,11,17.2,75.5,13.07,0.2789,27.89,MODERATE,0
20.95,3.2,27.58,42.25,1164.0,10,21.5,63.8,2.83,0.0417,4.17,LOW,0
36.41,8.14,41.61,32.57,503.1,10,26.2,72.2,5.98,0.1439,14.39,LOW,0
106.87,24.57,49.07,38.43,518.3,14,26.5,79.9,11.63,0.5048,50.48,HIGH,1
55.39,8.91,45.6,59.79,2973.5,6,13.3,64.5,6.13,0.1704,17.04,LOW,0
1.43,0.31,23.23,37.06,2283.4,6,17.5,63.8,4.04,0.0293,2.93,LOW,0
14.14,3.25,35.5,52.04,625.0,3,25.9,59.9,3.29,0.088,8.8,LOW,0
22.26,4.33,33.76,30.16,1302.3,8,21.6,58.5,2.46,0.0388,3.88,LOW,0
13.22,2.3,29.66,45.18,1997.8,7,15.3,65.3,3.17,0.0255,2.55,LOW,0
42.16,9.24,40.13,61.95,2714.9,3,15.2,67.5,6.72,0.2168,21.68,LOW,0
61.26,16.94,48.29,26.14,378.8,6,24.2,62.0,7.33,0.1199,11.99,LOW,0
46.0,8.66,37.63,18.18,948.1,6,22.1,63.8,5.33,0.0349,3.49,LOW,0
276.7,50.55,93.09,37.99,2874.8,5,10.0,99.0,35.0,0.9987,99.87,CRITICAL,1
11.14,2.16,34.12,25.63,277.0,8,24.3,64.0,3.04,0.0238,2.38,LOW,0
153.09,20.24,66.51,48.0,844.1,5,22.6,85.6,19.35,0.7772,77.72,CRITICAL,1
50.93,10.62,52.06,56.34,3079.1,3,10.5,78.7,5.98,0.1636,16.36,LOW,0
15.74,2.72,26.39,38.0,2059.5,4,14.6,68.3,2.41,0.0418,4.18,LOW,0
46.37,6.46,36.08,32.76,1021.9,4,22.4,66.3,5.18,0.0669,6.69,LOW,0
3.85,0.75,29.8,38.01,447.6,6,25.9,58.2,3.32,0.0481,4.81,LOW,0
202.05,24.35,85.38,47.03,333.2,10,24.8,86.2,32.9,0.9885,98.85,CRITICAL,1
26.6,4.9,34.56,18.32,972.0,6,28.4,61.2,4.48,0.05,5.0,LOW,0
12.1,1.66,25.59,42.45,2850.4,11,13.2,52.2,2.12,0.0946,9.46,LOW,0
125.83,15.59,54.43,43.2,1476.9,7,20.2,71.6,14.92,0.5782,57.82,HIGH,1
35.92,9.05,31.67,44.0,2375.0,10,13.2,69.3,5.25,0.0785,7.85,LOW,0
8.23,2.19,19.72,32.18,2958.9,10,12.1,70.4,2.18,0.0311,3.11,LOW,0
1.08,0.17,35.62,46.68,1453.7,9,20.6,60.5,2.42,0.0266,2.66,LOW,0
120.99,24.96,53.76,25.55,814.3,6,23.5,73.9,13.12,0.3519,35.19,MODERATE,0
29.5,4.85,31.79,30.59,1775.5,9,21.8,44.0,4.27,0.0341,3.41,LOW,0
73.23,14.57,48.97,54.04,2928.8,7,7.6,81.2,5.65,0.2096,20.96,LOW,0
92.19,17.5,50.84,47.62,2622.9,7,12.6,65.8,8.81,0.3132,31.32,MODERATE,0
26.34,4.29,29.42,19.09,444.2,8,27.3,55.1,3.97,0.0126,1.26,LOW,0
177.15,41.11,73.86,32.4,2293.1,8,13.1,84.8,23.92,0.8944,89.44,CRITICAL,1
20.25,2.84,27.63,31.17,1937.1,10,13.5,62.8,2.52,0.0431,4.31,LOW,0
47.98,6.16,37.16,33.17,2927.0,7,10.6,67.3,6.61,0.0413,4.13,LOW,0
102.22,24.82,55.57,32.37,611.3,5,27.2,70.2,13.09,0.4147,41.47,MODERATE,0
16.23,3.68,24.36,23.73,1825.4,11,15.8,64.9,5.11,0.0403,4.03,LOW,0
35.2,7.03,40.26,38.67,2844.4,5,11.5,62.1,4.63,0.0992,9.92,LOW,0
0.64,0.12,25.54,47.39,1459.6,4,21.0,57.1,1.95,0.0422,4.22,LOW,0
44.86,8.95,34.64,42.99,1671.9,5,17.4,65.1,4.81,0.0872,8.72,LOW,0
63.18,12.0,41.11,45.19,457.9,13,24.4,65.4,5.75,0.3048,30.48,MODERATE,0
17.83,3.26,35.83,24.95,1070.5,9,20.5,55.1,2.94,0.0556,5.56,LOW,0
20.79,4.16,34.91,59.22,1207.3,6,19.9,56.0,2.05,0.1595,15.95,LOW,0
66.7,13.64,44.88,51.98,3038.1,10,8.4,63.4,8.56,0.2301,23.01,LOW,0
52.31,12.07,36.64,50.4,1083.9,9,21.4,70.6,6.19,0.1113,11.13,LOW,0
11.9,2.78,31.17,51.22,1609.6,12,21.8,64.2,1.51,0.0501,5.01,LOW,0
13.7,2.47,28.91,57.66,2230.3,8,19.7,60.4,2.05,0.051,5.1,LOW,0
145.12,27.02,74.36,41.08,728.4,9,27.1,80.5,21.81,0.8707,87.07,CRITICAL,1
28.99,5.21,32.93,30.63,1685.0,9,19.1,71.4,3.99,0.134,13.4,LOW,0
164.07,33.77,79.36,43.32,2428.7,10,18.8,87.7,24.39,0.9602,96.02,CRITICAL,1
94.49,18.19,52.43,47.78,2807.2,5,18.3,83.6,10.98,0.3306,33.06,MODERATE,0
80.58,21.14,42.38,47.59,2097.5,11,16.9,68.6,8.72,0.3393,33.93,MODERATE,0
40.79,9.44,52.9,40.42,2223.7,9,13.3,59.1,6.48,0.0989,9.89,LOW,0
149.34,39.39,59.58,24.14,622.5,7,27.9,88.4,19.7,0.5905,59.05,HIGH,1
50.99,11.9,29.39,36.27,3040.0,11,8.3,67.5,4.95,0.0614,6.14,LOW,0
99.64,27.44,42.53,56.78,641.1,5,22.3,70.1,8.39,0.2684,26.84,MODERATE,0
8.53,1.89,41.09,42.3,2535.3,5,8.8,64.2,1.57,0.0556,5.56,LOW,0
51.67,14.16,50.09,40.91,1031.2,9,24.1,63.5,7.91,0.2342,23.42,LOW,0
0.71,0.1,25.92,33.1,3004.1,9,5.7,64.2,3.64,0.0492,4.92,LOW,0
38.88,4.99,38.06,36.19,2373.9,3,17.4,68.7,4.63,0.092,9.2,LOW,0
22.17,4.72,32.46,55.1,2473.8,5,18.9,62.0,3.68,0.0957,9.57,LOW,0
14.9,4.13,20.32,44.97,896.2,9,27.4,52.1,2.64,0.0472,4.72,LOW,0
69.42,12.97,51.73,49.61,1557.0,13,16.3,64.9,8.17,0.2595,25.95,MODERATE,0
137.27,21.13,70.08,38.55,2072.5,5,11.9,89.7,17.82,0.7511,75.11,CRITICAL,1
0.79,0.16,19.07,43.75,2521.4,7,12.5,70.6,2.5,0.0199,1.99,LOW,0
32.91,7.37,35.84,32.4,556.7,11,27.1,80.5,5.91,0.0573,5.73,LOW,0
16.05,2.74,29.13,46.36,3089.0,5,14.0,64.8,3.01,0.0355,3.55,LOW,0
18.8,4.41,29.21,37.83,2876.2,6,13.8,56.3,2.69,0.0612,6.12,LOW,0
62.44,17.23,39.09,38.23,1047.5,8,23.6,77.4,5.96,0.0753,7.53,LOW,0
12.98,3.42,28.07,44.39,2677.1,7,19.2,60.4,3.15,0.0671,6.71,LOW,0
100.29,16.71,50.45,57.93,1779.1,6,17.0,71.0,12.26,0.4902,49.02,MODERATE,1
6.93,1.19,32.26,23.83,1612.3,9,17.2,63.0,2.94,0.0328,3.28,LOW,0
38.04,6.83,35.51,51.31,1177.6,5,18.6,77.1,2.56,0.0745,7.45,LOW,0
39.03,7.15,32.46,33.88,1963.9,3,18.3,65.2,6.02,0.0265,2.65,LOW,0
10.17,1.38,27.72,38.27,2403.2,10,14.3,61.6,3.34,0.0543,5.43,LOW,0
13.74,3.32,28.14,20.17,1462.3,9,22.0,52.9,2.52,0.0344,3.44,LOW,0
63.02,11.25,41.73,34.16,2106.2,9,15.3,70.1,6.2,0.1422,14.22,LOW,0
50.21,13.09,42.45,39.88,2313.0,9,16.9,71.5,5.39,0.1076,10.76,LOW,0
13.97,3.75,27.53,23.28,2347.8,14,14.1,61.6,3.55,0.0243,2.43,LOW,0
26.72,3.31,29.63,39.55,403.3,7,25.4,63.9,1.45,0.0378,3.78,LOW,0
101.63,28.27,46.66,57.23,2786.3,4,12.5,76.6,11.05,0.4436,44.36,MODERATE,0
8.19,1.91,27.25,26.33,1601.8,5,14.9,54.9,2.68,0.0157,1.57,LOW,0
23.28,4.73,37.75,48.65,1024.1,10,22.0,49.8,3.85,0.0575,5.75,LOW,0
3.15,0.57,25.26,37.35,963.2,7,24.1,59.9,0.98,0.0174,1.74,LOW,0
64.88,13.17,40.66,44.58,1674.9,10,16.3,68.4,5.04,0.1974,19.74,LOW,0
155.23,26.69,64.68,32.81,2866.2,6,17.0,86.7,22.32,0.7957,79.57,CRITICAL,1
100.66,22.11,44.56,28.94,1366.1,12,20.5,89.5,10.21,0.3965,39.65,MODERATE,0
41.39,5.58,42.47,28.99,2461.7,6,12.9,74.0,7.1,0.0281,2.81,LOW,0
98.7,21.65,55.06,24.27,535.6,13,23.4,62.5,12.69,0.4182,41.82,MODERATE,0
28.3,4.64,36.77,30.04,1654.4,7,22.3,79.4,3.99,0.0722,7.22,LOW,0
32.09,3.94,35.24,44.89,3175.5,8,8.5,68.8,4.27,0.122,12.2,LOW,0
131.99,27.51,57.93,54.28,2522.8,8,14.9,78.2,16.84,0.7333,73.33,HIGH,1
35.97,7.64,33.49,50.81,871.1,13,25.4,74.3,5.36,0.1449,14.49,LOW,0
126.21,23.76,57.84,45.63,1729.3,9,19.9,63.6,15.62,0.6389,63.89,HIGH,1
149.72,19.7,64.84,26.6,939.2,7,21.4,79.2,20.57,0.6044,60.44,HIGH,1
82.56,21.71,46.06,33.78,1458.2,5,22.1,73.6,9.99,0.124,12.4,LOW,0
55.57,12.1,46.08,34.43,2551.2,9,14.4,68.7,6.94,0.1266,12.66,LOW,0
30.68,4.25,43.7,32.46,2525.1,8,9.8,73.7,3.81,0.0563,5.63,LOW,0
193.73,39.09,74.88,40.23,922.9,8,26.0,96.1,28.61,0.9695,96.95,CRITICAL,1
161.86,32.3,69.47,40.83,2970.6,8,10.1,88.4,21.49,0.8476,84.76,CRITICAL,1
3.33,0.43,27.02,35.86,1998.1,7,16.6,58.8,1.78,0.0171,1.71,LOW,0
38.51,8.36,30.88,35.77,1370.8,3,21.2,71.5,4.54,0.0273,2.73,LOW,0
11.66,2.91,28.53,51.49,1730.7,6,17.2,58.2,2.52,0.0401,4.01,LOW,0
35.77,8.58,36.77,49.7,2035.0,9,18.7,70.0,5.68,0.1411,14.11,LOW,0
32.74,4.99,33.78,34.37,1901.7,6,14.8,60.5,3.33,0.0383,3.83,LOW,0
70.55,18.2,47.89,56.29,1684.9,6,17.3,72.3,5.95,0.2623,26.23,MODERATE,0
8.11,1.42,27.27,59.34,1739.6,5,21.5,52.5,3.71,0.032,3.2,LOW,0
34.02,9.23,20.2,34.96,770.4,12,23.8,71.3,3.28,0.0641,6.41,LOW,0
4.8,0.63,21.54,35.79,2647.6,7,10.8,58.1,2.28,0.0296,2.96,LOW,0
10.78,2.13,35.18,39.96,1848.2,7,18.0,53.4,1.89,0.0649,6.49,LOW,0
63.12,13.6,45.27,58.32,636.7,10,25.5,63.7,5.26,0.2555,25.55,MODERATE,0
13.87,2.21,14.63,53.98,2510.2,10,10.2,60.2,1.55,0.0839,8.39,LOW,0
23.43,5.7,24.01,26.18,3000.7,10,15.6,58.0,3.58,0.0727,7.27,LOW,0
99.14,21.84,56.37,36.88,3044.6,11,15.7,79.2,11.86,0.4,40.0,MODERATE,0
9.02,1.11,24.64,41.35,1338.6,12,20.9,59.7,2.07,0.0892,8.92,LOW,0
17.28,3.76,16.33,39.89,649.8,9,23.9,68.2,0.81,0.0432,4.32,LOW,0
32.64,6.48,39.44,30.37,1779.3,8,18.3,63.2,6.13,0.0459,4.59,LOW,0
49.28,7.46,42.42,53.02,582.2,13,27.0,71.7,5.7,0.1928,19.28,LOW,0
81.17,22.67,43.58,45.34,3005.3,9,12.6,72.2,10.71,0.2226,22.26,LOW,0
86.47,22.79,55.44,51.95,791.6,7,24.2,71.4,11.0,0.3265,32.65,MODERATE,0
52.46,8.75,35.73,53.01,995.7,8,26.0,61.6,6.93,0.1192,11.92,LOW,0
9.07,1.87,24.43,48.0,1449.6,10,22.9,61.8,1.68,0.0493,4.93,LOW,0
112.69,19.23,54.13,38.14,1380.3,5,18.0,81.3,11.46,0.4498,44.98,MODERATE,0
122.82,29.98,49.91,43.12,2594.3,13,16.0,74.3,12.85,0.4077,40.77,MODERATE,0
5.34,1.44,28.56,28.98,1596.1,14,22.1,60.7,2.83,0.0446,4.46,LOW,0
43.37,7.69,39.74,45.22,753.8,7,24.5,63.2,5.77,0.1035,10.35,LOW,0
37.87,9.43,33.31,29.78,1038.3,11,23.8,77.3,4.67,0.1087,10.87,LOW,0
139.28,27.82,67.53,45.94,1751.9,6,17.6,82.8,21.22,0.7455,74.55,HIGH,1
63.4,11.63,34.8,31.73,685.0,4,21.2,70.1,6.36,0.1148,11.48,LOW,0
10.01,2.7,31.23,26.97,2054.4,6,21.4,58.6,2.25,0.0179,1.79,LOW,0
19.81,4.0,32.17,29.19,1919.0,4,14.1,68.3,2.91,0.0245,2.45,LOW,0
214.54,41.79,81.62,16.56,2358.4,13,19.2,92.2,32.71,0.9803,98.03,CRITICAL,1
19.64,4.47,32.57,46.85,3016.2,3,11.2,62.6,3.44,0.0606,6.06,LOW,0
20.37,3.3,26.3,47.37,2941.2,11,14.9,62.6,4.05,0.0657,6.57,LOW,0
2.38,0.41,31.19,40.23,3040.9,8,11.3,53.7,3.54,0.0439,4.39,LOW,0
17.96,4.83,32.66,29.03,971.9,7,25.0,71.7,2.76,0.0324,3.24,LOW,0
50.66,11.58,41.0,25.09,638.1,2,25.6,73.1,5.69,0.0668,6.68,LOW,0
86.35,21.78,46.87,19.83,1141.7,4,20.0,73.0,8.64,0.1112,11.12,LOW,0
139.92,22.86,68.05,29.21,2890.5,11,12.4,80.4,20.11,0.7036,70.36,HIGH,1
197.71,40.93,86.38,54.83,3117.6,6,10.5,84.4,31.5,0.9894,98.94,CRITICAL,1
138.72,38.21,71.88,32.16,2785.0,12,14.3,72.0,19.22,0.7727,77.27,CRITICAL,1
100.12,17.12,50.31,35.78,574.6,9,25.2,69.7,6.91,0.3418,34.18,MODERATE,0
10.87,1.58,32.14,26.33,3044.9,11,12.0,68.5,1.45,0.0885,8.85,LOW,0
20.3,4.1,37.66,31.46,1498.9,9,17.2,60.7,2.79,0.0206,2.06,LOW,0
55.63,10.13,39.36,40.35,277.5,8,23.3,74.8,5.43,0.0791,7.91,LOW,0
32.93,4.79,41.25,43.03,1555.1,10,19.6,64.8,3.15,0.0631,6.31,LOW,0
4.1,1.08,26.94,32.29,385.9,4,26.3,55.4,1.07,0.0158,1.58,LOW,0
34.59,9.63,29.59,23.39,1854.4,6,15.2,60.8,5.1,0.0595,5.95,LOW,0
70.94,14.97,41.31,36.83,1248.7,12,22.6,72.1,6.5,0.0677,6.77,LOW,0
24.98,6.09,24.78,31.9,1646.6,6,20.5,54.0,1.3,0.0371,3.71,LOW,0
26.36,6.79,32.19,31.36,2058.9,6,17.1,59.4,2.48,0.0201,2.01,LOW,0
73.12,16.98,44.67,60.01,2813.0,12,12.6,68.2,6.85,0.3346,33.46,MODERATE,0
21.73,2.76,32.03,43.3,2202.6,6,12.7,68.2,3.18,0.0585,5.85,LOW,0
91.35,13.27,57.39,41.46,1530.4,11,16.4,75.4,11.8,0.4817,48.17,MODERATE,1
9.19,1.21,27.49,37.51,2667.3,8,14.3,62.5,1.1,0.0326,3.26,LOW,0
72.57,8.82,43.98,37.87,2921.5,10,9.9,73.7,8.05,0.1734,17.34,LOW,0
6.56,1.11,25.84,40.98,603.3,3,22.8,67.2,3.71,0.0143,1.43,LOW,0
19.42,3.55,21.17,46.03,1819.2,11,18.7,63.2,3.76,0.1464,14.64,LOW,0
7.25,1.15,30.45,46.24,1089.3,10,27.1,54.9,2.98,0.0627,6.27,LOW,0
51.95,6.77,38.79,29.47,388.8,7,24.9,68.9,6.03,0.0849,8.49,LOW,0
22.51,4.61,31.7,39.81,2222.2,11,20.9,58.3,2.97,0.0893,8.93,LOW,0
15.14,2.48,28.24,37.41,2795.2,8,12.4,49.9,4.19,0.0393,3.93,LOW,0
15.68,3.88,30.03,53.65,730.6,5,25.4,63.5,3.28,0.0712,7.12,LOW,0
66.92,8.12,37.18,43.79,2646.6,4,15.8,73.1,5.67,0.1545,15.45,LOW,0
135.66,34.57,62.98,40.74,2767.5,6,15.4,82.4,17.23,0.5213,52.13,HIGH,1
44.29,12.08,34.38,26.86,2947.3,13,12.6,69.7,4.07,0.0878,8.78,LOW,0
79.57,18.67,47.45,42.96,1032.6,9,21.7,78.6,8.66,0.4309,43.09,MODERATE,0
81.21,19.28,42.66,26.95,2916.7,14,14.0,66.4,9.45,0.3231,32.31,MODERATE,0
13.94,3.75,31.3,35.27,1196.0,10,22.5,59.8,2.61,0.0773,7.73,LOW,0
106.61,16.36,54.96,28.2,1879.4,6,16.6,68.3,11.75,0.4601,46.01,MODERATE,0
0.88,0.25,18.77,45.87,399.0,8,29.3,62.8,3.07,0.0261,2.61,LOW,0
16.55,4.03,34.37,30.86,379.4,7,27.1,69.9,4.3,0.0312,3.12,LOW,0
79.15,18.7,44.59,36.86,2375.1,8,13.1,68.6,7.57,0.1303,13.03,LOW,0
11.24,2.0,26.35,55.12,1561.2,8,17.2,66.0,4.01,0.2339,23.39,LOW,0
11.16,2.31,32.12,30.78,1006.1,10,27.4,57.1,3.61,0.0414,4.14,LOW,0
12.61,2.83,33.9,40.03,811.7,9,22.3,65.8,2.22,0.0289,2.89,LOW,0
33.16,7.27,31.96,37.61,2226.4,5,17.6,51.6,5.13,0.0317,3.17,LOW,0
20.19,4.7,31.21,19.7,251.2,8,27.6,72.2,1.9,0.0291,2.91,LOW,0
45.41,6.05,41.12,49.85,2627.4,6,15.3,60.3,4.88,0.0668,6.68,LOW,0
78.85,13.95,53.4,24.17,483.8,13,30.1,72.8,8.48,0.3492,34.92,MODERATE,0
39.25,7.44,36.43,39.09,814.9,4,26.0,74.3,3.6,0.081,8.1,LOW,0
8.01,1.29,29.6,41.57,1389.4,9,22.4,54.2,3.28,0.0513,5.13,LOW,0
94.44,13.94,46.87,43.69,1680.3,10,18.3,84.7,9.95,0.2576,25.76,MODERATE,0
108.71,15.46,47.88,45.75,1297.2,4,19.2,88.9,10.26,0.2551,25.51,MODERATE,0
77.33,13.81,49.43,32.57,1196.1,6,27.5,75.7,8.29,0.1792,17.92,LOW,0
3.3,0.66,21.89,18.49,3093.6,8,10.9,60.6,1.47,0.0194,1.94,LOW,0
29.0,3.77,28.5,47.03,2142.7,4,15.9,63.2,3.74,0.0342,3.42,LOW,0
4.23,1.15,29.39,40.83,319.1,11,27.0,64.1,4.5,0.0511,5.11,LOW,0
5.23,1.27,25.73,51.86,1519.0,16,20.1,65.3,2.45,0.0867,8.67,LOW,0
12.49,2.96,29.63,51.15,2831.3,8,16.4,49.8,2.94,0.0781,7.81,LOW,0
11.58,1.71,21.83,52.22,1139.3,9,23.1,60.0,4.0,0.1355,13.55,LOW,0
32.44,7.03,29.53,39.39,528.9,3,21.8,61.4,3.18,0.0192,1.92,LOW,0
59.39,12.16,49.78,35.17,2487.2,6,12.7,64.5,8.65,0.1598,15.98,LOW,0
50.15,13.9,35.75,49.79,2037.7,7,16.8,63.3,4.8,0.0898,8.98,LOW,0
10.66,2.55,26.97,38.46,1932.4,5,19.9,53.8,2.16,0.0368,3.68,LOW,0
9.85,2.09,28.95,29.95,408.1,9,22.0,70.8,2.18,0.0351,3.51,LOW,0
118.13,30.26,52.73,52.81,664.5,9,25.6,74.2,13.11,0.6349,63.49,HIGH,1
0.29,0.04,31.85,54.34,2086.5,9,18.4,59.2,1.84,0.0402,4.02,LOW,0
74.13,9.08,45.79,38.87,863.1,7,25.5,69.2,8.47,0.234,23.4,LOW,0
7.8,1.8,26.0,24.61,1737.0,5,18.2,57.9,1.94,0.0201,2.01,LOW,0
103.0,13.98,59.18,36.74,1857.4,9,20.4,78.0,13.07,0.5533,55.33,HIGH,1
14.67,2.03,33.67,50.33,1086.3,7,20.0,60.3,1.28,0.1069,10.69,LOW,0
20.32,4.86,40.52,55.5,3047.9,9,13.6,66.7,4.26,0.1141,11.41,LOW,0
42.98,7.02,34.85,30.75,2735.3,6,12.8,75.9,5.83,0.0843,8.43,LOW,0
31.01,6.84,44.65,24.04,2381.0,4,15.0,58.1,4.71,0.0534,5.34,LOW,0
13.39,3.57,31.98,54.04,480.1,9,25.4,63.9,3.52,0.1257,12.57,LOW,0
28.25,4.82,41.36,36.79,563.1,8,26.5,66.0,3.27,0.0985,9.85,LOW,0
45.92,7.11,42.79,41.01,1703.7,7,15.9,59.8,7.05,0.064,6.4,LOW,0
1.51,0.21,22.21,60.87,724.1,9,26.2,64.1,2.25,0.0789,7.89,LOW,0
0.39,0.06,20.94,24.01,3135.9,9,12.9,58.5,0.5,0.0121,1.21,LOW,0
21.44,2.79,21.98,44.35,717.6,7,23.3,72.7,4.06,0.0437,4.37,LOW,0
4.95,0.66,16.33,24.5,1688.0,7,18.7,66.7,2.86,0.0174,1.74,LOW,0
38.21,7.23,32.64,36.39,1324.2,9,18.6,65.7,6.12,0.0873,8.73,LOW,0
8.43,1.44,33.7,50.34,2136.2,4,13.4,60.0,4.18,0.0468,4.68,LOW,0
19.85,4.63,28.07,37.99,630.7,6,25.0,73.4,4.34,0.0411,4.11,LOW,0
7.71,2.0,23.78,65.88,1519.4,8,20.2,57.7,2.8,0.115,11.5,LOW,0
27.83,6.83,36.29,41.52,1060.4,17,21.3,65.8,4.53,0.1499,14.99,LOW,0
